iter	RMSE
555	3.743400243
556	3.739268064
557	3.738867492
558	3.737598975
559	3.734576806
560	3.731240732
561	3.729329733
562	3.727769894
563	3.727055333
564	3.724503501
565	3.722007995
566	3.721071437
567	3.720685457
568	3.719301623
569	3.715886841
570	3.712799988
571	3.710366885
572	3.707798989
573	3.707041602
574	3.704483183
575	3.701751861
576	3.701509113
577	3.699361975
578	3.697328513
579	3.69458535
580	3.694376128
581	3.691028817
582	3.690840111
583	3.688545659
584	3.68744896
585	3.68345437
586	3.680645387
587	3.679944668
588	3.678349622
589	3.674197907
590	3.673553044
591	3.672044565
592	3.670480083
593	3.668410234
594	3.665875609
595	3.663805601
596	3.660952145
597	3.658946429
598	3.655948969
599	3.654326225
600	3.652734394
601	3.650275308
602	3.649288192
603	3.646766792
604	3.6452632
605	3.644116386
606	3.642061799
607	3.640706987
608	3.639840632
609	3.639251323
610	3.637550932
611	3.634762912
612	3.633070922
613	3.630828168
614	3.628019035
615	3.624598995
616	3.622213508
617	3.621714654
618	3.621080324
619	3.619171383
620	3.615836384
621	3.614047906
622	3.613611891
623	3.612832809
624	3.612214888
625	3.610326873
626	3.609296318
627	3.609210274
628	3.606776487
629	3.605915227
630	3.603012604
631	3.600510812
632	3.597763738
633	3.596761692
634	3.59555936
635	3.592066664
636	3.591653486
637	3.59124712
638	3.5893565
639	3.586070382
640	3.585110416
641	3.58305349
642	3.5794551
643	3.577087569
644	3.573646948
645	3.572460637
646	3.570527384
647	3.568733261
648	3.565934826
649	3.564779093
650	3.562059697
651	3.55987084
652	3.559025426
653	3.558109309
654	3.557190847
655	3.555936415
656	3.553843657
657	3.551822428
658	3.549760354
659	3.546980278
660	3.544145055
661	3.542379452
662	3.54115513
663	3.539577191
664	3.536033694
665	3.533826895
666	3.533754901
667	3.531586919
668	3.529200135
669	3.527944977
670	3.527207186
671	3.526278519
672	3.525956647
673	3.525298138
674	3.522626173
675	3.521634838
676	3.519294883
677	3.519220765
678	3.515025515
679	3.512606144
680	3.509600539
681	3.507302514
682	3.504509373
683	3.502170518
684	3.499559233
685	3.498930975
686	3.497196084
687	3.495952456
688	3.495076933
689	3.494056082
690	3.491000529
691	3.487599893
692	3.486680798
693	3.485915556
694	3.483904302
695	3.483487522
696	3.480667895
697	3.478239712
698	3.477885762
699	3.474645357
700	3.471002063
701	3.468987052
702	3.466708544
703	3.464291459
704	3.463402779
705	3.462107234
706	3.460610268
707	3.459648171
708	3.459303768
709	3.458726949
710	3.455900635
711	3.454558186
712	3.453649596
713	3.453255273
714	3.45169484
715	3.449564918
716	3.447296486
717	3.445027358
718	3.444571007
719	3.444178433
720	3.442162708
721	3.438849929
722	3.436666601
723	3.43456351
724	3.431626015
725	3.430575886
726	3.428418811
727	3.42518042
728	3.424661422
729	3.424073839
730	3.422294871
731	3.41973126
732	3.417727207
733	3.417310647
734	3.41612514
735	3.415318332
736	3.413091508
737	3.412190023
738	3.410327416
739	3.408336274
740	3.406259894
741	3.40415742
742	3.402930083
743	3.39953343
744	3.398799644
745	3.396254076
746	3.393632297
747	3.391936776
748	3.391111801
749	3.388565758
750	3.385797077
751	3.38381511
752	3.382040274
753	3.381071967
754	3.379817631
755	3.377488856
756	3.3758138
757	3.373388102
758	3.370058358
759	3.368049568
760	3.366241009
761	3.364289004
762	3.363448243
763	3.362716807
764	3.360402555
765	3.359216744
766	3.356980808
767	3.355393116
768	3.354525684
769	3.352527562
770	3.35011593
771	3.34992544
772	3.349624593
773	3.347115785
774	3.346266304
775	3.345835946
776	3.34394719
777	3.342715451
778	3.339880411
779	3.337838464
780	3.33507902
781	3.33478761
782	3.3331218
783	3.33239036
784	3.331870098
785	3.330704142
786	3.32993628
787	3.329089481
788	3.328768849
789	3.328032052
790	3.327623425
791	3.326558968
792	3.324041965
793	3.320690402
794	3.318285529
795	3.317507647
796	3.315993313
797	3.31488369
798	3.313624582
799	3.31325003
800	3.312957283
801	3.310608315
802	3.310138456
803	3.308318566
804	3.305694614
805	3.303653895
806	3.301952288
807	3.301313794
808	3.299235829
809	3.297904884
810	3.2954846
811	3.293705067
812	3.291374873
813	3.290706728
814	3.28857368
815	3.286430848
816	3.284489732
817	3.284277602
818	3.281709669
819	3.280777472
820	3.277501138
821	3.275578563
822	3.274829169
823	3.274209411
824	3.272965271
825	3.270739169
826	3.268708568
827	3.267620538
828	3.266582408
829	3.265662587
830	3.265412091
831	3.264400369
832	3.262584736
833	3.26178136
834	3.26109524
835	3.259173312
836	3.258983096
837	3.257658007
838	3.256117843
839	3.254164388
840	3.252992359
841	3.251856425
842	3.250719551
843	3.250206046
844	3.249756049
845	3.247835734
846	3.247286639
847	3.245448503
848	3.245097145
849	3.244308104
850	3.24339673
851	3.24114333
852	3.240505352
853	3.240278178
854	3.238473319
855	3.237893367
856	3.236021048
857	3.234277952
858	3.233143473
859	3.230301336
860	3.229014489
861	3.227199656
862	3.226423354
863	3.225953098
864	3.225443711
865	3.223621142
866	3.222649245
867	3.221860928
868	3.218562873
869	3.217697747
870	3.216838912
871	3.215393194
872	3.212531022
873	3.211766695
874	3.210779781
875	3.210502913
876	3.209999725
877	3.207255628
878	3.206486435
879	3.203333199
880	3.203037405
881	3.202550628
882	3.20064934
883	3.199153062
884	3.19688687
885	3.196405046
886	3.195646905
887	3.19386252
888	3.192846926
889	3.191122781
890	3.19100598
891	3.190320798
892	3.189783993
893	3.187294759
894	3.185173766
895	3.18311862
896	3.181752133
897	3.179902277
898	3.178238069
899	3.176602161
900	3.175492877
901	3.174197314
902	3.172135944
903	3.17163894
904	3.169617127
905	3.169167954
906	3.167237103
907	3.166305174
908	3.164504414
909	3.162914511
910	3.161091155
911	3.160628375
912	3.159814488
913	3.15860762
914	3.158069071
915	3.156163847
916	3.155274818
917	3.154659264
918	3.152981239
919	3.15275021
920	3.152197802
921	3.150395273
922	3.148477453
923	3.148020327
924	3.146450261
925	3.146024274
926	3.144860961
927	3.141356474
928	3.140783369
929	3.140098126
930	3.139846701
931	3.13956084
932	3.137640642
933	3.137201811
934	3.135194028
935	3.133452917
936	3.131539813
937	3.129957501
938	3.129384826
939	3.128075514
940	3.125318857
941	3.124495869
942	3.122510403
943	3.122142912
944	3.120207821
945	3.120090088
946	3.118903178
947	3.118341316
948	3.116905903
949	3.115837511
950	3.115282604
951	3.113676881
952	3.111233954
953	3.109942139
954	3.109522919
955	3.106123148
956	3.105607966
957	3.104316745
958	3.103488078
959	3.102584211
960	3.101510697
961	3.101081814
962	3.099645142
963	3.09862001
964	3.097686689
965	3.096311114
966	3.095005896
967	3.092478084
968	3.09105194
969	3.09033917
970	3.089092086
971	3.087424833
972	3.085504329
973	3.08376201
974	3.082990714
975	3.081704312
976	3.081185225
977	3.079447861
978	3.077890021
979	3.076277324
980	3.074805239
981	3.07451396
982	3.074039122
983	3.072646766
984	3.070974244
985	3.069185806
986	3.06818039
987	3.066713638
988	3.065852666
989	3.065378602
990	3.063195005
991	3.061789974
992	3.059368069
993	3.059167644
994	3.057779465
995	3.055135489
996	3.054700937
997	3.053926256
998	3.053539392
999	3.051229503
